time,global_base_link_position.x,global_base_link_position.y,global_base_link_position.z,global_base_link_rotation.x,global_base_link_rotation.y,global_base_link_rotation.z,global_base_link_rotation.w,bsae_linear_vel_x,bsae_linear_vel_y,bsae_linear_vel_z,bsae_angular_vel_x,bsae_angular_vel_y,bsae_angular_vel_z,local_Link_head_yaw_rotation,local_Link_head_pitch_rotation,local_Link_arm_l_01_rotation,local_Link_arm_l_02_rotation,local_Link_arm_l_03_rotation,local_Link_arm_l_04_rotation,local_Link_arm_l_05_rotation,local_Link_arm_l_06_rotation,local_Link_arm_l_07_rotation,local_Link_arm_r_01_rotation,local_Link_arm_r_02_rotation,local_Link_arm_r_03_rotation,local_Link_arm_r_04_rotation,local_Link_arm_r_05_rotation,local_Link_arm_r_06_rotation,local_Link_arm_r_07_rotation,local_Link_waist_pitch_rotation,local_Link_waist_roll_rotation,local_Link_waist_yaw_rotation,local_Link_hip_l_roll_rotation,local_Link_hip_l_yaw_rotation,local_Link_hip_l_pitch_rotation,local_Link_knee_l_pitch_rotation,local_Link_ankle_l_pitch_rotation,local_Link_ankle_l_roll_rotation,local_Link_hip_r_roll_rotation,local_Link_hip_r_yaw_rotation,local_Link_hip_r_pitch_rotation,local_Link_knee_r_pitch_rotation,local_Link_ankle_r_pitch_rotation,local_Link_ankle_r_roll_rotation
0.9,0.357375771,0,1.140855074,0,0,0,1,0.43068406,0,0,0,0,0,0,0,0.042178921,-1.361356854,1.535889745,0.322149366,0,0,0,0.008855243,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001287385,-0.000640078,-0.045126482,-0.540966435,0.21286039,6.40E-07,-0.00115995,0.001043872,-0.029674097,0.01149054,0.050988718,4.37E-08
0.904166667,0.359161913,0,1.140855074,0,0,0,1,0.428674191,0,0,0,0,0,0,0,0.04447696,-1.361356854,1.535889745,0.322149366,0,0,0,0.009233982,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001278444,-0.000595256,-0.043936416,-0.537437125,0.218303963,7.59E-07,-0.001164718,0.00112255,-0.03188233,0.011365251,0.052876278,4.01E-07
0.908333333,0.360939771,0,1.140855074,0,0,0,1,0.42668578,0,0,0,0,0,0,0,0.046815038,-1.361356854,1.535889745,0.322149366,0,0,0,0.00961932,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001269861,-0.000551506,-0.042742534,-0.53371255,0.223778053,4.01E-07,-0.001169248,0.001200632,-0.034073516,0.011226849,0.054722472,4.01E-07
0.9125,0.362709373,0,1.140855074,0,0,0,1,0.424704522,0,0,0,0,0,0,0,0.049192652,-1.361356854,1.535889745,0.322149366,0,0,0,0.010011174,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001261874,-0.000509187,-0.041548773,-0.529787942,0.229274317,5.21E-07,-0.00117354,0.00127788,-0.036248012,0.011074857,0.056528016,2.82E-07
0.916666667,0.364470929,0,1.140855074,0,0,0,1,0.422773331,0,0,0,0,0,0,0,0.051609296,-1.361356854,1.535889745,0.322149366,0,0,0,0.01040946,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001254125,-0.000468417,-0.040358826,-0.525656863,0.234783097,8.78E-07,-0.001177235,0.001354651,-0.038405462,0.010910467,0.058292313,5.21E-07
0.920833333,0.366224378,0,1.140855074,0,0,0,1,0.420827836,0,0,0,0,0,0,0,0.054064456,-1.361356854,1.535889745,0.322149366,0,0,0,0.010814095,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001246973,-0.000429436,-0.039175435,-0.521312877,0.240293308,6.40E-07,-0.001180693,0.001430706,-0.040547415,0.010732607,0.060017987,5.21E-07
0.925,0.367969841,0,1.140855074,0,0,0,1,0.41891095,0,0,0,0,0,0,0,0.056557633,-1.361356854,1.535889745,0.322149366,0,0,0,0.011224993,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001240178,-0.000392361,-0.0380017,-0.516752406,0.24579589,5.21E-07,-0.001183911,0.001506046,-0.042673274,0.010541872,0.061703249,4.01E-07
0.929166667,0.369707346,0,1.140855074,0,0,0,1,0.417001218,0,0,0,0,0,0,0,0.059088297,-1.361356854,1.535889745,0.322149366,0,0,0,0.011642071,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001233979,-0.000357433,-0.036841675,-0.511968776,0.251276418,6.40E-07,-0.001186653,0.00158091,-0.044783159,0.010339097,0.063348933,5.21E-07
0.933333333,0.371437103,0,1.140855074,0,0,0,1,0.415141553,0,0,0,0,0,0,0,0.061655961,-1.361356854,1.535889745,0.322149366,0,0,0,0.012065247,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001228257,-0.00032477,-0.035699054,-0.506958171,0.256725713,9.97E-07,-0.001189156,0.001655177,-0.046876832,0.010123567,0.064957424,4.01E-07
0.9375,0.373159021,0,1.140855074,0,0,0,1,0.41326043,0,0,0,0,0,0,0,0.06426011,-1.361356854,1.535889745,0.322149366,0,0,0,0.012494436,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001222893,-0.000294491,-0.034575387,-0.501715585,0.262130423,5.21E-07,-0.001191302,0.001728729,-0.048955127,0.009895996,0.066527053,4.01E-07
0.941666667,0.374873281,0,1.140855074,0,0,0,1,0.411422223,0,0,0,0,0,0,0,0.066900223,-1.361356854,1.535889745,0.322149366,0,0,0,0.012929551,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001218124,-0.000266953,-0.033474847,-0.496236726,0.267476602,8.78E-07,-0.00119309,0.001801685,-0.051018282,0.009656028,0.068059369,2.82E-07
0.945833333,0.376579881,0,1.140855074,0,0,0,1,0.409584016,0,0,0,0,0,0,0,0.069575794,-1.361356854,1.535889745,0.322149366,0,0,0,0.01337051,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001213833,-0.000242158,-0.032400175,-0.490517779,0.272751017,7.59E-07,-0.001194759,0.001874165,-0.053065224,0.009404258,0.069554849,2.82E-07
0.95,0.378278971,0,1.140855074,0,0,0,1,0.407781571,0,0,0,0,0,0,0,0.072286308,-1.361356854,1.535889745,0.322149366,0,0,0,0.01381723,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001210137,-0.000220223,-0.031353279,-0.484555407,0.277940079,6.40E-07,-0.001195951,0.001945929,-0.055097743,0.009140925,0.071012898,4.01E-07
0.954166667,0.37997058,0,1.140855074,0,0,0,1,0.405986279,0,0,0,0,0,0,0,0.075031281,-1.361356854,1.535889745,0.322149366,0,0,0,0.014269628,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001206799,-0.000201269,-0.030337377,-0.478346749,0.283027573,6.40E-07,-0.001197024,0.002017335,-0.057115241,0.00886579,0.072434946,2.82E-07
0.958333333,0.381654769,0,1.140855074,0,0,0,1,0.404205292,0,0,0,0,0,0,0,0.077810176,-1.361356854,1.535889745,0.322149366,0,0,0,0.014727616,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001204058,-0.000185533,-0.029354497,-0.47188942,0.287999078,8.78E-07,-0.00119762,0.002088026,-0.059117719,0.008579091,0.073821469,2.82E-07
0.9625,0.383331627,0,1.140855074,0,0,0,1,0.402445763,0,0,0,0,0,0,0,0.080622494,-1.361356854,1.535889745,0.322149366,0,0,0,0.015191113,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001201673,-0.000173016,-0.028407141,-0.465182229,0.292838021,7.59E-07,-0.001198097,0.00215824,-0.061106129,0.008281306,0.075172945,4.01E-07
0.966666667,0.385001242,0,1.140855074,0,0,0,1,0.400707692,0,0,0,0,0,0,0,0.083467722,-1.361356854,1.535889745,0.322149366,0,0,0,0.015660033,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001199885,-0.000163956,-0.027496501,-0.458223744,0.297525807,7.59E-07,-0.001198216,0.002227978,-0.06307952,0.007972316,0.076488539,4.01E-07
0.970833333,0.386663675,0,1.140855074,0,0,0,1,0.398983926,0,0,0,0,0,0,0,0.086345367,-1.361356854,1.535889745,0.322149366,0,0,0,0.016134297,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001197978,-0.000154658,-0.026578232,-0.451110526,0.302012606,5.21E-07,-0.001198097,0.002297119,-0.065038844,0.007652597,0.077770038,4.01E-07
0.975,0.388318986,0,1.140855074,0,0,0,1,0.397274464,0,0,0,0,0,0,0,0.089254886,-1.361356854,1.535889745,0.322149366,0,0,0,0.016613815,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001195832,-0.000141188,-0.025597258,-0.443960353,0.306240602,7.59E-07,-0.00119762,0.002365665,-0.066983386,0.007322029,0.079017444,1.63E-07
0.979166667,0.389967233,0,1.140855074,0,0,0,1,0.395579308,0,0,0,0,0,0,0,0.092195801,-1.361356854,1.535889745,0.322149366,0,0,0,0.017098505,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001193806,-0.000130101,-0.024641677,-0.436594411,0.310262366,6.40E-07,-0.001197024,0.002433852,-0.068914576,0.006980495,0.080230399,2.82E-07
0.983333333,0.391608566,0,1.140855074,0,0,0,1,0.393919915,0,0,0,0,0,0,0,0.095167585,-1.361356854,1.535889745,0.322149366,0,0,0,0.017588286,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001192137,-0.000121399,-0.023711725,-0.429014846,0.314060732,7.59E-07,-0.001196071,0.002501444,-0.070831819,0.006628589,0.081410094,2.82E-07
0.9875,0.393242985,0,1.140855074,0,0,0,1,0.392260522,0,0,0,0,0,0,0,0.098169729,-1.361356854,1.535889745,0.322149366,0,0,0,0.018083066,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001190825,-0.000115081,-0.022809668,-0.421224161,0.317618295,8.78E-07,-0.001194878,0.002568678,-0.07273583,0.006265716,0.082557126,1.63E-07
0.991666667,0.394870549,0,1.140855074,0,0,0,1,0.390615433,0,0,0,0,0,0,0,0.101201743,-1.361356854,1.535889745,0.322149366,0,0,0,0.018582769,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001189633,-0.000111147,-0.021934076,-0.413225337,0.320916458,6.40E-07,-0.001193567,0.002635435,-0.074625893,0.005892948,0.083671852,1.63E-07
0.995833333,0.396491408,0,1.140855074,0,0,0,1,0.389006108,0,0,0,0,0,0,0,0.104263097,-1.361356854,1.535889745,0.322149366,0,0,0,0.019087309,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001188799,-0.000109597,-0.02108614,-0.405024095,0.323938056,7.59E-07,-0.001191898,0.002701596,-0.076502367,0.005510048,0.084753319,2.82E-07
1,0.398105592,0,1.140855074,0,0,0,1,0.387403935,0,0,0,0,0,0,0,0.107353278,-1.361356854,1.535889745,0.322149366,0,0,0,0.019596601,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001187964,-0.000110432,-0.020264788,-0.396625205,0.326664849,6.40E-07,-0.001189872,0.0027674,-0.078365966,0.005116777,0.085803076,1.63E-07
1.004166667,0.399713188,0,1.140855074,0,0,0,1,0.38582322,0,0,0,0,0,0,0,0.1104718,-1.361356854,1.535889745,0.322149366,0,0,0,0.020110564,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001187249,-0.000113412,-0.019469186,-0.38803558,0.329077526,6.40E-07,-0.001187845,0.002832727,-0.080216332,0.004714088,0.0868216,2.82E-07
1.008333333,0.401314259,0,1.140855074,0,0,0,1,0.38425681,0,0,0,0,0,0,0,0.113618135,-1.361356854,1.535889745,0.322149366,0,0,0,0.02062911,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001186772,-0.000118538,-0.01869814,-0.379262253,0.331158086,7.59E-07,-0.001185342,0.002897576,-0.08205299,0.004301385,0.08780901,1.63E-07
1.0125,0.402908802,0,1.140855074,0,0,0,1,0.3826904,0,0,0,0,0,0,0,0.116791755,-1.361356854,1.535889745,0.322149366,0,0,0,0.021152154,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001186295,-0.00012581,-0.01795034,-0.370314165,0.332891031,6.40E-07,-0.001182838,0.00296195,-0.083877846,0.003879146,0.08876483,2.82E-07
1.016666667,0.404496998,0,1.140855074,0,0,0,1,0.381166905,0,0,0,0,0,0,0,0.119992182,-1.361356854,1.535889745,0.322149366,0,0,0,0.021679616,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001185819,-0.000134989,-0.017223163,-0.361201092,0.334254547,7.59E-07,-0.001179977,0.003025965,-0.085689588,0.00344737,0.089691206,1.63E-07
1.020833333,0.406078935,0,1.140855074,0,0,0,1,0.379664868,0,0,0,0,0,0,0,0.123218894,-1.361356854,1.535889745,0.322149366,0,0,0,0.02221141,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001185342,-0.000145837,-0.016514107,-0.351933881,0.335232063,7.59E-07,-0.001176997,0.003089503,-0.087489172,0.003006057,0.090586587,2.82E-07
1.025,0.407654613,0,1.140855074,0,0,0,1,0.378162831,0,0,0,0,0,0,0,0.1264714,-1.361356854,1.535889745,0.322149366,0,0,0,0.022747451,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001184865,-0.000158234,-0.015820428,-0.342524572,0.335808082,5.21E-07,-0.001173778,0.003152684,-0.089276238,0.002555088,0.091452046,4.01E-07
1.029166667,0.409224093,0,1.140855074,0,0,0,1,0.376675099,0,0,0,0,0,0,0,0.129749149,-1.361356854,1.535889745,0.322149366,0,0,0,0.023287658,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001184269,-0.000171944,-0.015137239,-0.332986637,0.335966988,5.21E-07,-0.001170321,0.003215508,-0.091051384,0.002095417,0.092287107,5.21E-07
1.033333333,0.410787493,0,1.140855074,0,0,0,1,0.375215977,0,0,0,0,0,0,0,0.133051679,-1.361356854,1.535889745,0.322149366,0,0,0,0.023831945,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001183554,-0.000186725,-0.01446168,-0.323334142,0.335689827,7.59E-07,-0.001166507,0.003277854,-0.092813774,0.001626448,0.093094154,1.63E-07
1.0375,0.412344933,0,1.140855074,0,0,0,1,0.373785466,0,0,0,0,0,0,0,0.136378467,-1.361356854,1.535889745,0.322149366,0,0,0,0.024380233,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001182719,-0.000202223,-0.013788744,-0.31358306,0.334965273,8.78E-07,-0.001162811,0.003339843,-0.09456472,0.001148657,0.09387116,2.82E-07
1.041666667,0.413896382,0,1.140855074,0,0,0,1,0.372347802,0,0,0,0,0,0,0,0.139728978,-1.361356854,1.535889745,0.322149366,0,0,0,0.024932429,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001181765,-0.000218197,-0.013111993,-0.303748771,0.333779736,5.21E-07,-0.001158758,0.003401474,-0.096303507,0.000662402,0.094620629,4.37E-08
1.045833333,0.41544193,0,1.140855074,0,0,0,1,0.370931596,0,0,0,0,0,0,0,0.143102705,-1.361356854,1.535889745,0.322149366,0,0,0,0.025488451,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001180693,-0.000234171,-0.012426778,-0.29384975,0.332118197,8.78E-07,-0.001154347,0.003462748,-0.09803073,0.000166849,0.095340892,4.01E-07
1.05,0.416981727,0,1.140855074,0,0,0,1,0.369551152,0,0,0,0,0,0,0,0.146499172,-1.361356854,1.535889745,0.322149366,0,0,0,0.026048221,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001179381,-0.000249906,-0.011726781,-0.283903881,0.32997243,5.21E-07,-0.001149937,0.003523544,-0.099745913,-0.000337168,0.096032902,2.82E-07
1.054166667,0.418515801,0,1.140855074,0,0,0,1,0.368177861,0,0,0,0,0,0,0,0.149917841,-1.361356854,1.535889745,0.322149366,0,0,0,0.02661165,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001177831,-0.000265046,-0.011005445,-0.273929878,0.32733409,7.59E-07,-0.001145287,0.003584103,-0.101450606,-0.000850125,0.096697255,2.82E-07
1.058333333,0.420044214,0,1.140855074,0,0,0,1,0.366818875,0,0,0,0,0,0,0,0.153357908,-1.361356854,1.535889745,0.322149366,0,0,0,0.027178608,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001176163,-0.000279113,-0.010255738,-0.26394765,0.32419519,6.40E-07,-0.001140281,0.003644303,-0.10314302,-0.001371308,0.097333952,4.01E-07
1.0625,0.421567202,0,1.140855074,0,0,0,1,0.36551711,0,0,0,0,0,0,0,0.156817406,-1.361356854,1.535889745,0.322149366,0,0,0,0.027748764,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001174374,-0.000291749,-0.009471341,-0.253982826,0.320554419,8.78E-07,-0.001135393,0.003704147,-0.10482554,-0.001900597,0.09794323,1.63E-07
1.066666667,0.423084915,0,1.140855074,0,0,0,1,0.364251107,0,0,0,0,0,0,0,0.160293996,-1.361356854,1.535889745,0.322149366,0,0,0,0.028321741,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001172348,-0.000302358,-0.008646174,-0.244060202,0.316412969,6.40E-07,-0.001130029,0.003763632,-0.106496378,-0.00243847,0.098526283,4.01E-07
1.070833333,0.424597502,0,1.140855074,0,0,0,1,0.363020867,0,0,0,0,0,0,0,0.163785428,-1.361356854,1.535889745,0.322149366,0,0,0,0.028897164,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001170321,-0.000310703,-0.007772013,-0.234204098,0.311776205,8.78E-07,-0.001124664,0.003822879,-0.108157202,-0.002984567,0.099082156,1.63E-07
1.075,0.426105231,0,1.140855074,0,0,0,1,0.361855,0,0,0,0,0,0,0,0.167289406,-1.361356854,1.535889745,0.322149366,0,0,0,0.02947465,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001168176,-0.000316187,-0.006844326,-0.224439665,0.306650325,5.21E-07,-0.001119061,0.003881768,-0.109807297,-0.00353901,0.099610968,4.01E-07
1.079166667,0.427608222,0,1.140855074,0,0,0,1,0.360717744,0,0,0,0,0,0,0,0.170803621,-1.361356854,1.535889745,0.322149366,0,0,0,0.030053826,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001166149,-0.00031869,-0.005856558,-0.214789911,0.301046177,5.21E-07,-0.001113339,0.003940419,-0.111447855,-0.004101439,0.100114747,1.63E-07
1.083333333,0.429106772,0,1.140855074,0,0,0,1,0.359652013,0,0,0,0,0,0,0,0.174325779,-1.361356854,1.535889745,0.322149366,0,0,0,0.030634314,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001164003,-0.000317498,-0.004801794,-0.205277963,0.294975205,6.40E-07,-0.00110726,0.003998713,-0.1130784,-0.004672213,0.100592657,4.01E-07
1.0875,0.430600911,0,1.140855074,0,0,0,1,0.358593434,0,0,0,0,0,0,0,0.177853599,-1.361356854,1.535889745,0.322149366,0,0,0,0.031215731,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001161977,-0.000312491,-0.003675505,-0.195924207,0.28845398,8.78E-07,-0.001101299,0.004056648,-0.114699288,-0.005250974,0.101043506,2.82E-07
1.091666667,0.432090968,0,1.140855074,0,0,0,1,0.357613534,0,0,0,0,0,0,0,0.181384802,-1.361356854,1.535889745,0.322149366,0,0,0,0.031797707,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001160069,-0.000303193,-0.002472325,-0.186749264,0.281497045,8.78E-07,-0.001094981,0.004114465,-0.116310998,-0.005838199,0.101470633,1.63E-07
1.095833333,0.433577091,0,1.140855074,0,0,0,1,0.356669396,0,0,0,0,0,0,0,0.184917063,-1.361356854,1.535889745,0.322149366,0,0,0,0.032379862,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.00115852,-0.000289365,-0.001187368,-0.177771374,0.274126216,7.59E-07,-0.001088425,0.004172043,-0.117914124,-0.00643365,0.1018707,5.21E-07
1.1,0.435059398,0,1.140855074,0,0,0,1,0.355753869,0,0,0,0,0,0,0,0.188448146,-1.361356854,1.535889745,0.322149366,0,0,0,0.032961812,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001157208,-0.000270649,0.000182227,-0.169007822,0.266359373,5.21E-07,-0.00108163,0.004229383,-0.119507714,-0.00703673,0.102247163,5.21E-07
1.104166667,0.436538219,0,1.140855074,0,0,0,1,0.35491702,0,0,0,0,0,0,0,0.191975698,-1.361356854,1.535889745,0.322149366,0,0,0,0.033543192,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001156255,-0.000246926,0.001640753,-0.160473033,0.25822012,5.21E-07,-0.001074835,0.004286484,-0.121092482,-0.007648035,0.10259883,4.01E-07
1.108333333,0.438013613,0,1.140855074,0,0,0,1,0.354094476,0,0,0,0,0,0,0,0.195497468,-1.361356854,1.535889745,0.322149366,0,0,0,0.034123614,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001156016,-0.000217958,0.003189639,-0.152180358,0.249730988,6.40E-07,-0.001067921,0.004343347,-0.122669383,-0.008267089,0.102924391,2.82E-07
1.1125,0.439485848,0,1.140855074,0,0,0,1,0.353336304,0,0,0,0,0,0,0,0.199011162,-1.361356854,1.535889745,0.322149366,0,0,0,0.0347027,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001156135,-0.000183626,0.004831509,-0.144142314,0.240915223,5.21E-07,-0.001060768,0.004399971,-0.124237939,-0.008894845,0.103227182,2.82E-07
1.116666667,0.440955043,0,1.140855074,0,0,0,1,0.352606744,0,0,0,0,0,0,0,0.20251447,-1.361356854,1.535889745,0.322149366,0,0,0,0.035280082,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.00115697,-0.00014381,0.006566719,-0.13636808,0.231800123,5.21E-07,-0.001053377,0.004456476,-0.125799104,-0.009530588,0.103503867,4.01E-07
1.120833333,0.442421466,0,1.140855074,0,0,0,1,0.351941556,0,0,0,0,0,0,0,0.206005111,-1.361356854,1.535889745,0.322149366,0,0,0,0.035855372,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001158639,-9.83E-05,0.008395628,-0.128865763,0.222408577,6.40E-07,-0.001045986,0.004512743,-0.127352043,-0.010174676,0.103757783,2.82E-07
1.125,0.443885267,0,1.140855074,0,0,0,1,0.351312131,0,0,0,0,0,0,0,0.209480807,-1.361356854,1.535889745,0.322149366,0,0,0,0.036428198,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001161023,-4.74E-05,0.010318116,-0.121643349,0.212767764,6.40E-07,-0.001038237,0.004568772,-0.12889783,-0.010826393,0.10398738,2.82E-07
1.129166667,0.445346624,0,1.140855074,0,0,0,1,0.350725621,0,0,0,0,0,0,0,0.212939233,-1.361356854,1.535889745,0.322149366,0,0,0,0.036998179,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001164242,9.25E-06,0.012332157,-0.114703818,0.202903791,6.40E-07,-0.00103025,0.004624681,-0.130436464,-0.011486455,0.104192897,2.82E-07
1.133333333,0.446805805,0,1.140855074,0,0,0,1,0.350203484,0,0,0,0,0,0,0,0.216378123,-1.361356854,1.535889745,0.322149366,0,0,0,0.037564944,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001168652,7.14E-05,0.014436678,-0.108051344,0.19284217,5.21E-07,-0.001022263,0.004680471,-0.131967946,-0.012154742,0.104373856,2.82E-07
1.1375,0.4482629,0,1.140855074,0,0,0,1,0.349702805,0,0,0,0,0,0,0,0.219795182,-1.361356854,1.535889745,0.322149366,0,0,0,0.038128108,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001173898,0.000138835,0.016628937,-0.101689621,0.182608291,6.40E-07,-0.001014157,0.004736261,-0.133492394,-0.012831493,0.104531451,4.01E-07
1.141666667,0.449718118,0,1.140855074,0,0,0,1,0.349252194,0,0,0,0,0,0,0,0.223188102,-1.361356854,1.535889745,0.322149366,0,0,0,0.038687292,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001180335,0.000211672,0.018905119,-0.0956171,0.172227188,8.78E-07,-0.001005693,0.004791693,-0.135010763,-0.013515755,0.104665562,4.01E-07
1.145833333,0.451171696,0,1.140855074,0,0,0,1,0.348858804,0,0,0,0,0,0,0,0.226554647,-1.361356854,1.535889745,0.322149366,0,0,0,0.03924213,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001187845,0.000289754,0.021262244,-0.089834615,0.161726042,6.40E-07,-0.000997229,0.004847125,-0.136522218,-0.014209314,0.104774757,1.63E-07
1.15,0.452623785,0,1.140855074,0,0,0,1,0.348501176,0,0,0,0,0,0,0,0.229892448,-1.361356854,1.535889745,0.322149366,0,0,0,0.039792232,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001196428,0.000372605,0.023695425,-0.084340139,0.151128932,8.78E-07,-0.000988527,0.004902438,-0.138027712,-0.014910742,0.104862257,4.01E-07
1.154166667,0.454074562,0,1.140855074,0,0,0,1,0.348186463,0,0,0,0,0,0,0,0.233199283,-1.361356854,1.535889745,0.322149366,0,0,0,0.040337231,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001206442,0.000460104,0.026198463,-0.079131766,0.14046125,5.21E-07,-0.000979586,0.004957632,-0.139527126,-0.015620514,0.104924484,1.63E-07
1.158333333,0.455524296,0,1.140855074,0,0,0,1,0.347936124,0,0,0,0,0,0,0,0.2364728,-1.361356854,1.535889745,0.322149366,0,0,0,0.040876739,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001217409,0.000552134,0.028767542,-0.074204489,0.129746838,6.40E-07,-0.000970527,0.005012707,-0.141020699,-0.016338154,0.104963346,1.63E-07
1.1625,0.456973106,0,1.140855074,0,0,0,1,0.347714394,0,0,0,0,0,0,0,0.239710763,-1.361356854,1.535889745,0.322149366,0,0,0,0.041410383,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001229807,0.000648336,0.031395511,-0.069554253,0.119009896,7.59E-07,-0.000961347,0.005067782,-0.142509147,-0.017065211,0.104980036,2.82E-07
1.166666667,0.458421141,0,1.140855074,0,0,0,1,0.347528428,0,0,0,0,0,0,0,0.242910832,-1.361356854,1.535889745,0.322149366,0,0,0,0.041937791,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001243158,0.000748352,0.034076647,-0.065175219,0.108272,6.40E-07,-0.000952049,0.005122618,-0.143991633,-0.017800136,0.10497181,1.63E-07
1.170833333,0.459868729,0,1.140855074,0,0,0,1,0.347421139,0,0,0,0,0,0,0,0.246070758,-1.361356854,1.535889745,0.322149366,0,0,0,0.042458571,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001258059,0.000851826,0.036803798,-0.061062141,0.097557946,5.21E-07,-0.000942512,0.005177454,-0.145469352,-0.018544122,0.104940697,4.01E-07
1.175,0.46131593,0,1.140855074,0,0,0,1,0.347328156,0,0,0,0,0,0,0,0.249188229,-1.361356854,1.535889745,0.322149366,0,0,0,0.042972364,-1.361356854,-1.535889745,0.260187596,0,0,0,0,0,0,-0.001273914,0.000958518,0.039569334,-0.057207867,0.086888595,8.78E-07,-0.000932737,0.00523229,-0.146941825,-0.019296928,0.104885264,2.82E-07
